,city,city_ibge_code,date,epidemiological_week,estimated_population_2019,is_last,is_repeated,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,last_available_date,last_available_death_rate,last_available_deaths,order_for_place,place_type,state,new_confirmed,new_deaths
8054,Luís Gomes,2407005.0,2020-04-07,15,10116.0,False,False,1,9.88533,2020-04-07,0.0,0,9,city,RN,0,0
8055,Macaíba,2407104.0,2020-04-07,15,80792.0,False,False,2,2.47549,2020-04-07,0.0,0,11,city,RN,0,0
8056,Monte Alegre,2407807.0,2020-04-07,15,22451.0,False,False,1,4.45414,2020-04-07,0.0,0,11,city,RN,0,0
8057,Mossoró,2408003.0,2020-04-07,15,297378.0,False,False,63,21.18516,2020-04-07,0.0476,3,18,city,RN,4,0
8058,Natal,2408102.0,2020-04-07,15,884122.0,False,False,116,13.12036,2020-04-07,0.0172,2,27,city,RN,3,0
8059,Parnamirim,2403251.0,2020-04-07,15,261469.0,False,False,28,10.708730000000001,2020-04-07,0.0,0,19,city,RN,1,0
8060,Passa e Fica,2409100.0,2020-04-07,15,13277.0,False,False,1,7.53182,2020-04-07,0.0,0,11,city,RN,0,0
8061,Santo Antônio,2411502.0,2020-04-07,15,24136.0,False,False,1,4.14319,2020-04-07,0.0,0,5,city,RN,0,0
8062,São Gonçalo do Amarante,2412005.0,2020-04-07,15,102400.0,False,False,11,10.742189999999999,2020-04-07,0.0909,1,11,city,RN,1,1
8063,São José de Mipibu,2412203.0,2020-04-07,15,43899.0,False,False,1,2.2779599999999998,2020-04-07,0.0,0,11,city,RN,0,0
8064,São Pedro,2412708.0,2020-04-07,15,5971.0,False,False,1,16.74761,2020-04-07,0.0,0,3,city,RN,0,0
8065,Taipu,2413904.0,2020-04-07,15,12279.0,False,False,1,8.143989999999999,2020-04-07,1.0,1,3,city,RN,0,0
8066,Tenente Ananias,2414100.0,2020-04-07,15,10786.0,False,False,1,9.27128,2020-04-07,1.0,1,3,city,RN,0,0
8067,Tibau,2411056.0,2020-04-07,15,4106.0,False,False,1,24.3546,2020-04-07,0.0,0,11,city,RN,0,0
8869,Apodi,2401008.0,2020-04-08,15,35845.0,False,False,2,5.57958,2020-04-08,0.0,0,10,city,RN,1,0
8870,Areia Branca,2401107.0,2020-04-08,15,27774.0,False,False,1,3.60049,2020-04-08,0.0,0,4,city,RN,0,0
8871,Açu,2400208.0,2020-04-08,15,58017.0,False,False,8,13.789060000000001,2020-04-08,0.0,0,12,city,RN,0,0
8872,Baía Formosa,2401404.0,2020-04-08,15,9271.0,False,False,1,10.78632,2020-04-08,0.0,0,6,city,RN,0,0
8874,Caraúbas,2402303.0,2020-04-08,15,20493.0,False,False,1,4.87972,2020-04-08,0.0,0,6,city,RN,0,0
8875,Carnaubais,2402501.0,2020-04-08,15,10759.0,False,False,1,9.29454,2020-04-08,0.0,0,10,city,RN,0,0
8876,Ceará-Mirim,2402600.0,2020-04-08,15,73497.0,False,False,3,4.0818,2020-04-08,0.0,0,8,city,RN,0,0
8877,Extremoz,2403608.0,2020-04-08,15,28583.0,False,False,5,17.49292,2020-04-08,0.0,0,6,city,RN,0,0
8879,Luís Gomes,2407005.0,2020-04-08,15,10116.0,False,False,1,9.88533,2020-04-08,0.0,0,10,city,RN,0,0
8880,Macaíba,2407104.0,2020-04-08,15,80792.0,False,False,2,2.47549,2020-04-08,0.0,0,12,city,RN,0,0
8881,Monte Alegre,2407807.0,2020-04-08,15,22451.0,False,False,1,4.45414,2020-04-08,0.0,0,12,city,RN,0,0
8882,Mossoró,2408003.0,2020-04-08,15,297378.0,False,False,63,21.18516,2020-04-08,0.0794,5,19,city,RN,0,2
8883,Natal,2408102.0,2020-04-08,15,884122.0,False,False,116,13.12036,2020-04-08,0.0259,3,28,city,RN,0,1
8884,Parnamirim,2403251.0,2020-04-08,15,261469.0,False,False,30,11.47364,2020-04-08,0.0,0,20,city,RN,2,0
8885,Passa e Fica,2409100.0,2020-04-08,15,13277.0,False,False,1,7.53182,2020-04-08,0.0,0,12,city,RN,0,0
8886,Santo Antônio,2411502.0,2020-04-08,15,24136.0,False,False,1,4.14319,2020-04-08,0.0,0,6,city,RN,0,0
8887,São Gonçalo do Amarante,2412005.0,2020-04-08,15,102400.0,False,False,11,10.742189999999999,2020-04-08,0.0909,1,12,city,RN,0,0
8888,São José de Mipibu,2412203.0,2020-04-08,15,43899.0,False,False,1,2.2779599999999998,2020-04-08,0.0,0,12,city,RN,0,0
8889,São Pedro,2412708.0,2020-04-08,15,5971.0,False,False,1,16.74761,2020-04-08,0.0,0,4,city,RN,0,0
8890,Taipu,2413904.0,2020-04-08,15,12279.0,False,False,1,8.143989999999999,2020-04-08,1.0,1,4,city,RN,0,0
8891,Tenente Ananias,2414100.0,2020-04-08,15,10786.0,False,False,1,9.27128,2020-04-08,1.0,1,4,city,RN,0,0
8892,Tibau,2411056.0,2020-04-08,15,4106.0,False,False,1,24.3546,2020-04-08,0.0,0,12,city,RN,0,0
9745,Apodi,2401008.0,2020-04-09,15,35845.0,False,True,2,5.57958,2020-04-08,0.0,0,11,city,RN,0,0
9746,Areia Branca,2401107.0,2020-04-09,15,27774.0,False,True,1,3.60049,2020-04-08,0.0,0,5,city,RN,0,0
9747,Açu,2400208.0,2020-04-09,15,58017.0,False,True,8,13.789060000000001,2020-04-08,0.0,0,13,city,RN,0,0
9748,Baía Formosa,2401404.0,2020-04-09,15,9271.0,False,True,1,10.78632,2020-04-08,0.0,0,7,city,RN,0,0
9750,Caraúbas,2402303.0,2020-04-09,15,20493.0,False,True,1,4.87972,2020-04-08,0.0,0,7,city,RN,0,0
9751,Carnaubais,2402501.0,2020-04-09,15,10759.0,False,True,1,9.29454,2020-04-08,0.0,0,11,city,RN,0,0
9752,Ceará-Mirim,2402600.0,2020-04-09,15,73497.0,False,True,3,4.0818,2020-04-08,0.0,0,9,city,RN,0,0
9753,Extremoz,2403608.0,2020-04-09,15,28583.0,False,True,5,17.49292,2020-04-08,0.0,0,7,city,RN,0,0
9755,Luís Gomes,2407005.0,2020-04-09,15,10116.0,False,True,1,9.88533,2020-04-08,0.0,0,11,city,RN,0,0
9756,Macaíba,2407104.0,2020-04-09,15,80792.0,False,True,2,2.47549,2020-04-08,0.0,0,13,city,RN,0,0
9757,Monte Alegre,2407807.0,2020-04-09,15,22451.0,False,True,1,4.45414,2020-04-08,0.0,0,13,city,RN,0,0
9758,Mossoró,2408003.0,2020-04-09,15,297378.0,False,True,63,21.18516,2020-04-08,0.0794,5,20,city,RN,0,0
9759,Natal,2408102.0,2020-04-09,15,884122.0,False,True,116,13.12036,2020-04-08,0.0259,3,29,city,RN,0,0
9760,Parnamirim,2403251.0,2020-04-09,15,261469.0,False,True,30,11.47364,2020-04-08,0.0,0,21,city,RN,0,0
9761,Passa e Fica,2409100.0,2020-04-09,15,13277.0,False,True,1,7.53182,2020-04-08,0.0,0,13,city,RN,0,0
9762,Santo Antônio,2411502.0,2020-04-09,15,24136.0,False,True,1,4.14319,2020-04-08,0.0,0,7,city,RN,0,0
9763,São Gonçalo do Amarante,2412005.0,2020-04-09,15,102400.0,False,True,11,10.742189999999999,2020-04-08,0.0909,1,13,city,RN,0,0
9764,São José de Mipibu,2412203.0,2020-04-09,15,43899.0,False,True,1,2.2779599999999998,2020-04-08,0.0,0,13,city,RN,0,0
9765,São Pedro,2412708.0,2020-04-09,15,5971.0,False,True,1,16.74761,2020-04-08,0.0,0,5,city,RN,0,0
9766,Taipu,2413904.0,2020-04-09,15,12279.0,False,True,1,8.143989999999999,2020-04-08,1.0,1,5,city,RN,0,0
9767,Tenente Ananias,2414100.0,2020-04-09,15,10786.0,False,True,1,9.27128,2020-04-08,1.0,1,5,city,RN,0,0
9768,Tibau,2411056.0,2020-04-09,15,4106.0,False,True,1,24.3546,2020-04-08,0.0,0,13,city,RN,0,0
10680,Apodi,2401008.0,2020-04-10,15,35845.0,False,False,2,5.57958,2020-04-10,0.0,0,12,city,RN,0,0
10681,Areia Branca,2401107.0,2020-04-10,15,27774.0,False,False,1,3.60049,2020-04-10,0.0,0,6,city,RN,0,0
10682,Açu,2400208.0,2020-04-10,15,58017.0,False,False,8,13.789060000000001,2020-04-10,0.0,0,14,city,RN,0,0
10683,Baía Formosa,2401404.0,2020-04-10,15,9271.0,False,False,1,10.78632,2020-04-10,0.0,0,8,city,RN,0,0
10685,Caraúbas,2402303.0,2020-04-10,15,20493.0,False,False,1,4.87972,2020-04-10,0.0,0,8,city,RN,0,0
10686,Carnaubais,2402501.0,2020-04-10,15,10759.0,False,False,1,9.29454,2020-04-10,0.0,0,12,city,RN,0,0
10687,Ceará-Mirim,2402600.0,2020-04-10,15,73497.0,False,False,3,4.0818,2020-04-10,0.0,0,10,city,RN,0,0
10688,Extremoz,2403608.0,2020-04-10,15,28583.0,False,False,5,17.49292,2020-04-10,0.0,0,8,city,RN,0,0
10690,Luís Gomes,2407005.0,2020-04-10,15,10116.0,False,False,1,9.88533,2020-04-10,0.0,0,12,city,RN,0,0
10691,Macaíba,2407104.0,2020-04-10,15,80792.0,False,False,2,2.47549,2020-04-10,0.0,0,14,city,RN,0,0
10692,Monte Alegre,2407807.0,2020-04-10,15,22451.0,False,False,1,4.45414,2020-04-10,0.0,0,14,city,RN,0,0
10693,Mossoró,2408003.0,2020-04-10,15,297378.0,False,False,63,21.18516,2020-04-10,0.0794,5,21,city,RN,0,0
10694,Natal,2408102.0,2020-04-10,15,884122.0,False,False,117,13.23347,2020-04-10,0.0256,3,30,city,RN,1,0
10695,Parnamirim,2403251.0,2020-04-10,15,261469.0,False,False,32,12.238539999999999,2020-04-10,0.0,0,22,city,RN,2,0
10696,Passa e Fica,2409100.0,2020-04-10,15,13277.0,False,False,1,7.53182,2020-04-10,0.0,0,14,city,RN,0,0
10697,Santo Antônio,2411502.0,2020-04-10,15,24136.0,False,False,1,4.14319,2020-04-10,0.0,0,8,city,RN,0,0
10698,São Gonçalo do Amarante,2412005.0,2020-04-10,15,102400.0,False,False,11,10.742189999999999,2020-04-10,0.0909,1,14,city,RN,0,0
10699,São José de Mipibu,2412203.0,2020-04-10,15,43899.0,False,False,1,2.2779599999999998,2020-04-10,0.0,0,14,city,RN,0,0
10700,São Pedro,2412708.0,2020-04-10,15,5971.0,False,False,1,16.74761,2020-04-10,0.0,0,6,city,RN,0,0
10701,Taipu,2413904.0,2020-04-10,15,12279.0,False,False,1,8.143989999999999,2020-04-10,1.0,1,6,city,RN,0,0
10702,Tenente Ananias,2414100.0,2020-04-10,15,10786.0,False,False,1,9.27128,2020-04-10,1.0,1,6,city,RN,0,0
10703,Tibau,2411056.0,2020-04-10,15,4106.0,False,False,1,24.3546,2020-04-10,0.0,0,14,city,RN,0,0
11660,Apodi,2401008.0,2020-04-11,15,35845.0,False,False,3,8.36937,2020-04-11,0.3333,1,13,city,RN,1,1
11661,Areia Branca,2401107.0,2020-04-11,15,27774.0,False,False,1,3.60049,2020-04-11,0.0,0,7,city,RN,0,0
11662,Açu,2400208.0,2020-04-11,15,58017.0,False,False,8,13.789060000000001,2020-04-11,0.0,0,15,city,RN,0,0
11663,Baía Formosa,2401404.0,2020-04-11,15,9271.0,False,False,1,10.78632,2020-04-11,0.0,0,9,city,RN,0,0
11665,Caraúbas,2402303.0,2020-04-11,15,20493.0,False,False,1,4.87972,2020-04-11,0.0,0,9,city,RN,0,0
11666,Carnaubais,2402501.0,2020-04-11,15,10759.0,False,False,1,9.29454,2020-04-11,0.0,0,13,city,RN,0,0
11667,Ceará-Mirim,2402600.0,2020-04-11,15,73497.0,False,False,3,4.0818,2020-04-11,0.0,0,11,city,RN,0,0
11668,Encanto,2403301.0,2020-04-11,15,5638.0,False,False,1,17.73679,2020-04-11,0.0,0,1,city,RN,1,0
11669,Extremoz,2403608.0,2020-04-11,15,28583.0,False,False,5,17.49292,2020-04-11,0.0,0,9,city,RN,0,0
11671,Luís Gomes,2407005.0,2020-04-11,15,10116.0,False,False,1,9.88533,2020-04-11,0.0,0,13,city,RN,0,0
11672,Macaíba,2407104.0,2020-04-11,15,80792.0,False,False,2,2.47549,2020-04-11,0.0,0,15,city,RN,0,0
11673,Monte Alegre,2407807.0,2020-04-11,15,22451.0,False,False,1,4.45414,2020-04-11,0.0,0,15,city,RN,0,0
11674,Mossoró,2408003.0,2020-04-11,15,297378.0,False,False,65,21.8577,2020-04-11,0.0923,6,22,city,RN,2,1
11675,Natal,2408102.0,2020-04-11,15,884122.0,False,False,131,14.81696,2020-04-11,0.0229,3,31,city,RN,14,0
11676,Parnamirim,2403251.0,2020-04-11,15,261469.0,False,False,31,11.85609,2020-04-11,0.0,0,23,city,RN,-1,0
11677,Passa e Fica,2409100.0,2020-04-11,15,13277.0,False,False,1,7.53182,2020-04-11,0.0,0,15,city,RN,0,0
11678,Santa Cruz,2411205.0,2020-04-11,15,39674.0,False,False,1,2.52054,2020-04-11,0.0,0,1,city,RN,1,0
11679,Santo Antônio,2411502.0,2020-04-11,15,24136.0,False,False,1,4.14319,2020-04-11,0.0,0,9,city,RN,0,0
11680,São Gonçalo do Amarante,2412005.0,2020-04-11,15,102400.0,False,False,19,18.55469,2020-04-11,0.0526,1,15,city,RN,8,0
11681,São José de Mipibu,2412203.0,2020-04-11,15,43899.0,False,False,2,4.55591,2020-04-11,0.0,0,15,city,RN,1,0
11682,São Pedro,2412708.0,2020-04-11,15,5971.0,False,False,1,16.74761,2020-04-11,0.0,0,7,city,RN,0,0
11683,Taipu,2413904.0,2020-04-11,15,12279.0,False,False,1,8.143989999999999,2020-04-11,1.0,1,7,city,RN,0,0
11684,Tenente Ananias,2414100.0,2020-04-11,15,10786.0,False,False,1,9.27128,2020-04-11,1.0,1,7,city,RN,0,0
11685,Tibau,2411056.0,2020-04-11,15,4106.0,False,False,1,24.3546,2020-04-11,0.0,0,15,city,RN,0,0
12687,Apodi,2401008.0,2020-04-12,16,35845.0,False,False,4,11.15916,2020-04-12,0.25,1,14,city,RN,1,0
12688,Areia Branca,2401107.0,2020-04-12,16,27774.0,False,False,1,3.60049,2020-04-12,0.0,0,8,city,RN,0,0
12689,Açu,2400208.0,2020-04-12,16,58017.0,False,False,10,17.23633,2020-04-12,0.0,0,16,city,RN,2,0
12690,Baía Formosa,2401404.0,2020-04-12,16,9271.0,False,False,1,10.78632,2020-04-12,0.0,0,10,city,RN,0,0
12692,Canguaretama,2402204.0,2020-04-12,16,34276.0,False,False,3,8.75248,2020-04-12,0.0,0,1,city,RN,3,0
12693,Caraúbas,2402303.0,2020-04-12,16,20493.0,False,False,1,4.87972,2020-04-12,0.0,0,10,city,RN,0,0
12694,Carnaubais,2402501.0,2020-04-12,16,10759.0,False,False,1,9.29454,2020-04-12,0.0,0,14,city,RN,0,0
12695,Ceará-Mirim,2402600.0,2020-04-12,16,73497.0,False,False,3,4.0818,2020-04-12,0.0,0,12,city,RN,0,0
12696,Cerro Corá,2402709.0,2020-04-12,16,11179.0,False,False,1,8.94534,2020-04-12,1.0,1,1,city,RN,1,1
12697,Encanto,2403301.0,2020-04-12,16,5638.0,False,False,1,17.73679,2020-04-12,0.0,0,2,city,RN,0,0
12698,Extremoz,2403608.0,2020-04-12,16,28583.0,False,False,6,20.9915,2020-04-12,0.0,0,10,city,RN,1,0
12700,Januário Cicco,2405306.0,2020-04-12,16,10181.0,False,False,1,9.82222,2020-04-12,0.0,0,1,city,RN,1,0
12701,Lagoa de Pedras,2406304.0,2020-04-12,16,7544.0,False,False,1,13.25557,2020-04-12,1.0,1,1,city,RN,1,1
12702,Luís Gomes,2407005.0,2020-04-12,16,10116.0,False,False,1,9.88533,2020-04-12,0.0,0,14,city,RN,0,0
12703,Macaíba,2407104.0,2020-04-12,16,80792.0,False,False,4,4.95099,2020-04-12,0.0,0,16,city,RN,2,0
12704,Monte Alegre,2407807.0,2020-04-12,16,22451.0,False,False,1,4.45414,2020-04-12,0.0,0,16,city,RN,0,0
12705,Mossoró,2408003.0,2020-04-12,16,297378.0,False,False,77,25.892970000000002,2020-04-12,0.0779,6,23,city,RN,12,0
12706,Natal,2408102.0,2020-04-12,16,884122.0,False,False,145,16.40045,2020-04-12,0.0276,4,32,city,RN,14,1
12707,Parnamirim,2403251.0,2020-04-12,16,261469.0,False,False,39,14.915729999999998,2020-04-12,0.0,0,24,city,RN,8,0
12708,Passa e Fica,2409100.0,2020-04-12,16,13277.0,False,False,1,7.53182,2020-04-12,0.0,0,16,city,RN,0,0
12709,Santa Cruz,2411205.0,2020-04-12,16,39674.0,False,False,1,2.52054,2020-04-12,0.0,0,2,city,RN,0,0
12710,Santo Antônio,2411502.0,2020-04-12,16,24136.0,False,False,2,8.28638,2020-04-12,0.0,0,10,city,RN,1,0
12711,São Gonçalo do Amarante,2412005.0,2020-04-12,16,102400.0,False,False,22,21.484379999999998,2020-04-12,0.0455,1,16,city,RN,3,0
12713,São Pedro,2412708.0,2020-04-12,16,5971.0,False,False,1,16.74761,2020-04-12,0.0,0,8,city,RN,0,0
12714,Taipu,2413904.0,2020-04-12,16,12279.0,False,False,1,8.143989999999999,2020-04-12,1.0,1,8,city,RN,0,0
12715,Tenente Ananias,2414100.0,2020-04-12,16,10786.0,False,False,2,18.54256,2020-04-12,1.0,2,8,city,RN,1,1
12716,Tibau,2411056.0,2020-04-12,16,4106.0,False,False,2,48.70921,2020-04-12,0.0,0,16,city,RN,1,0
13743,Acari,2400109.0,2020-04-13,16,11136.0,False,False,1,8.97989,2020-04-13,0.0,0,1,city,RN,1,0
13744,Apodi,2401008.0,2020-04-13,16,35845.0,False,False,5,13.94895,2020-04-13,0.2,1,15,city,RN,1,0
13745,Areia Branca,2401107.0,2020-04-13,16,27774.0,False,False,2,7.20098,2020-04-13,0.0,0,9,city,RN,1,0
13746,Açu,2400208.0,2020-04-13,16,58017.0,False,False,11,18.95996,2020-04-13,0.0,0,17,city,RN,1,0
13747,Baía Formosa,2401404.0,2020-04-13,16,9271.0,False,False,1,10.78632,2020-04-13,0.0,0,11,city,RN,0,0
13749,Canguaretama,2402204.0,2020-04-13,16,34276.0,False,False,3,8.75248,2020-04-13,0.0,0,2,city,RN,0,0
13750,Caraúbas,2402303.0,2020-04-13,16,20493.0,False,False,1,4.87972,2020-04-13,0.0,0,11,city,RN,0,0
13751,Carnaubais,2402501.0,2020-04-13,16,10759.0,False,False,1,9.29454,2020-04-13,0.0,0,15,city,RN,0,0
13752,Ceará-Mirim,2402600.0,2020-04-13,16,73497.0,False,False,5,6.803,2020-04-13,0.0,0,13,city,RN,2,0
13753,Cerro Corá,2402709.0,2020-04-13,16,11179.0,False,False,1,8.94534,2020-04-13,1.0,1,2,city,RN,0,0
13754,Currais Novos,2403103.0,2020-04-13,16,44786.0,False,False,1,2.23284,2020-04-13,0.0,0,1,city,RN,1,0
13755,Encanto,2403301.0,2020-04-13,16,5638.0,False,False,1,17.73679,2020-04-13,0.0,0,3,city,RN,0,0
13756,Extremoz,2403608.0,2020-04-13,16,28583.0,False,False,5,17.49292,2020-04-13,0.0,0,11,city,RN,-1,0
13758,Januário Cicco,2405306.0,2020-04-13,16,10181.0,False,False,1,9.82222,2020-04-13,0.0,0,2,city,RN,0,0
13759,Lagoa de Pedras,2406304.0,2020-04-13,16,7544.0,False,False,1,13.25557,2020-04-13,1.0,1,2,city,RN,0,0
13760,Luís Gomes,2407005.0,2020-04-13,16,10116.0,False,False,1,9.88533,2020-04-13,0.0,0,15,city,RN,0,0
13761,Macaíba,2407104.0,2020-04-13,16,80792.0,False,False,7,8.66422,2020-04-13,0.0,0,17,city,RN,3,0
13762,Monte Alegre,2407807.0,2020-04-13,16,22451.0,False,False,1,4.45414,2020-04-13,0.0,0,17,city,RN,0,0
13763,Mossoró,2408003.0,2020-04-13,16,297378.0,False,False,79,26.565520000000003,2020-04-13,0.0759,6,24,city,RN,2,0
13764,Natal,2408102.0,2020-04-13,16,884122.0,False,False,159,17.98394,2020-04-13,0.0314,5,33,city,RN,14,1
13765,Nísia Floresta,2408201.0,2020-04-13,16,27602.0,False,False,1,3.62293,2020-04-13,0.0,0,1,city,RN,1,0
13766,Parnamirim,2403251.0,2020-04-13,16,261469.0,False,False,41,15.680639999999999,2020-04-13,0.0,0,25,city,RN,2,0
13767,Passa e Fica,2409100.0,2020-04-13,16,13277.0,False,False,1,7.53182,2020-04-13,0.0,0,17,city,RN,0,0
13768,Pau dos Ferros,2409407.0,2020-04-13,16,30394.0,False,False,1,3.2901199999999995,2020-04-13,0.0,0,1,city,RN,1,0
13769,Santa Cruz,2411205.0,2020-04-13,16,39674.0,False,False,1,2.52054,2020-04-13,0.0,0,3,city,RN,0,0
13770,Santo Antônio,2411502.0,2020-04-13,16,24136.0,False,False,3,12.42957,2020-04-13,0.0,0,11,city,RN,1,0
13771,São Gonçalo do Amarante,2412005.0,2020-04-13,16,102400.0,False,False,24,23.4375,2020-04-13,0.0417,1,17,city,RN,2,0
13772,São José de Mipibu,2412203.0,2020-04-13,16,43899.0,False,False,2,4.55591,2020-04-13,0.0,0,17,city,RN,2,0
13773,São Pedro,2412708.0,2020-04-13,16,5971.0,False,False,1,16.74761,2020-04-13,0.0,0,9,city,RN,0,0
13774,Taipu,2413904.0,2020-04-13,16,12279.0,False,False,1,8.143989999999999,2020-04-13,1.0,1,9,city,RN,0,0
13775,Tenente Ananias,2414100.0,2020-04-13,16,10786.0,False,False,2,18.54256,2020-04-13,1.0,2,9,city,RN,0,0
13776,Tibau,2411056.0,2020-04-13,16,4106.0,False,False,2,48.70921,2020-04-13,0.0,0,17,city,RN,0,0
14863,Acari,2400109.0,2020-04-14,16,11136.0,False,False,1,8.97989,2020-04-14,0.0,0,2,city,RN,0,0
14864,Apodi,2401008.0,2020-04-14,16,35845.0,False,False,5,13.94895,2020-04-14,0.2,1,16,city,RN,0,0
14865,Areia Branca,2401107.0,2020-04-14,16,27774.0,False,False,2,7.20098,2020-04-14,0.0,0,10,city,RN,0,0
14866,Açu,2400208.0,2020-04-14,16,58017.0,False,False,13,22.40723,2020-04-14,0.0,0,18,city,RN,2,0
14867,Baía Formosa,2401404.0,2020-04-14,16,9271.0,False,False,1,10.78632,2020-04-14,0.0,0,12,city,RN,0,0
14869,Canguaretama,2402204.0,2020-04-14,16,34276.0,False,False,4,11.66997,2020-04-14,0.0,0,3,city,RN,1,0
14870,Caraúbas,2402303.0,2020-04-14,16,20493.0,False,False,1,4.87972,2020-04-14,0.0,0,12,city,RN,0,0
14871,Carnaubais,2402501.0,2020-04-14,16,10759.0,False,False,1,9.29454,2020-04-14,0.0,0,16,city,RN,0,0
14872,Ceará-Mirim,2402600.0,2020-04-14,16,73497.0,False,False,5,6.803,2020-04-14,0.0,0,14,city,RN,0,0
14873,Cerro Corá,2402709.0,2020-04-14,16,11179.0,False,False,1,8.94534,2020-04-14,1.0,1,3,city,RN,0,0
14874,Coronel João Pessoa,2402907.0,2020-04-14,16,4912.0,False,False,1,20.35831,2020-04-14,0.0,0,1,city,RN,1,0
14875,Currais Novos,2403103.0,2020-04-14,16,44786.0,False,False,1,2.23284,2020-04-14,0.0,0,2,city,RN,0,0
14876,Encanto,2403301.0,2020-04-14,16,5638.0,False,False,1,17.73679,2020-04-14,0.0,0,4,city,RN,0,0
14877,Extremoz,2403608.0,2020-04-14,16,28583.0,False,False,5,17.49292,2020-04-14,0.0,0,12,city,RN,0,0
14879,Januário Cicco,2405306.0,2020-04-14,16,10181.0,False,False,1,9.82222,2020-04-14,0.0,0,3,city,RN,0,0
14880,Lagoa de Pedras,2406304.0,2020-04-14,16,7544.0,False,False,1,13.25557,2020-04-14,1.0,1,3,city,RN,0,0
14881,Luís Gomes,2407005.0,2020-04-14,16,10116.0,False,False,1,9.88533,2020-04-14,0.0,0,16,city,RN,0,0
14882,Macaíba,2407104.0,2020-04-14,16,80792.0,False,False,6,7.426480000000001,2020-04-14,0.0,0,18,city,RN,-1,0
14883,Monte Alegre,2407807.0,2020-04-14,16,22451.0,False,False,2,8.90829,2020-04-14,0.0,0,18,city,RN,1,0
14884,Mossoró,2408003.0,2020-04-14,16,297378.0,False,False,84,28.246879999999997,2020-04-14,0.0714,6,25,city,RN,5,0
14885,Natal,2408102.0,2020-04-14,16,884122.0,False,False,171,19.34122,2020-04-14,0.0292,5,34,city,RN,12,0
14886,Nísia Floresta,2408201.0,2020-04-14,16,27602.0,False,False,1,3.62293,2020-04-14,0.0,0,2,city,RN,0,0
14887,Parnamirim,2403251.0,2020-04-14,16,261469.0,False,False,43,16.44554,2020-04-14,0.0,0,26,city,RN,2,0
14888,Passa e Fica,2409100.0,2020-04-14,16,13277.0,False,False,1,7.53182,2020-04-14,0.0,0,18,city,RN,0,0
14889,Pau dos Ferros,2409407.0,2020-04-14,16,30394.0,False,False,1,3.2901199999999995,2020-04-14,0.0,0,2,city,RN,0,0
14890,Santa Cruz,2411205.0,2020-04-14,16,39674.0,False,False,1,2.52054,2020-04-14,0.0,0,4,city,RN,0,0
14891,Santo Antônio,2411502.0,2020-04-14,16,24136.0,False,False,3,12.42957,2020-04-14,0.0,0,12,city,RN,0,0
14892,São Gonçalo do Amarante,2412005.0,2020-04-14,16,102400.0,False,False,26,25.390620000000002,2020-04-14,0.0769,2,18,city,RN,2,1
14893,São José de Mipibu,2412203.0,2020-04-14,16,43899.0,False,False,2,4.55591,2020-04-14,0.0,0,18,city,RN,0,0
14894,São Miguel do Gostoso,2412559.0,2020-04-14,16,10282.0,False,False,1,9.72573,2020-04-14,0.0,0,1,city,RN,1,0
14895,São Pedro,2412708.0,2020-04-14,16,5971.0,False,False,1,16.74761,2020-04-14,0.0,0,10,city,RN,0,0
14896,Taipu,2413904.0,2020-04-14,16,12279.0,False,False,1,8.143989999999999,2020-04-14,1.0,1,10,city,RN,0,0
14897,Tenente Ananias,2414100.0,2020-04-14,16,10786.0,False,False,2,18.54256,2020-04-14,1.0,2,10,city,RN,0,0
14898,Tibau,2411056.0,2020-04-14,16,4106.0,False,False,2,48.70921,2020-04-14,0.0,0,18,city,RN,0,0
16044,Acari,2400109.0,2020-04-15,16,11136.0,False,False,1,8.97989,2020-04-15,0.0,0,3,city,RN,0,0
16045,Apodi,2401008.0,2020-04-15,16,35845.0,False,False,5,13.94895,2020-04-15,0.2,1,17,city,RN,0,0
16046,Areia Branca,2401107.0,2020-04-15,16,27774.0,False,False,2,7.20098,2020-04-15,0.0,0,11,city,RN,0,0
16047,Açu,2400208.0,2020-04-15,16,58017.0,False,False,13,22.40723,2020-04-15,0.0,0,19,city,RN,0,0
16048,Baía Formosa,2401404.0,2020-04-15,16,9271.0,False,False,1,10.78632,2020-04-15,0.0,0,13,city,RN,0,0
16050,Canguaretama,2402204.0,2020-04-15,16,34276.0,False,False,4,11.66997,2020-04-15,0.25,1,4,city,RN,0,1
16051,Caraúbas,2402303.0,2020-04-15,16,20493.0,False,False,1,4.87972,2020-04-15,0.0,0,13,city,RN,0,0
16052,Carnaubais,2402501.0,2020-04-15,16,10759.0,False,False,1,9.29454,2020-04-15,0.0,0,17,city,RN,0,0
16053,Ceará-Mirim,2402600.0,2020-04-15,16,73497.0,False,False,5,6.803,2020-04-15,0.0,0,15,city,RN,0,0
16054,Cerro Corá,2402709.0,2020-04-15,16,11179.0,False,False,1,8.94534,2020-04-15,1.0,1,4,city,RN,0,0
16055,Coronel João Pessoa,2402907.0,2020-04-15,16,4912.0,False,False,1,20.35831,2020-04-15,0.0,0,2,city,RN,0,0
16056,Currais Novos,2403103.0,2020-04-15,16,44786.0,False,False,1,2.23284,2020-04-15,0.0,0,3,city,RN,0,0
16057,Encanto,2403301.0,2020-04-15,16,5638.0,False,False,1,17.73679,2020-04-15,0.0,0,5,city,RN,0,0
16058,Extremoz,2403608.0,2020-04-15,16,28583.0,False,False,5,17.49292,2020-04-15,0.0,0,13,city,RN,0,0
